/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_074447_0000000003_CAM1_COLOR_OK.jpg,4.86,move
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080143_0000000015_CAM1_COLOR_OK.jpg,1.67,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080146_0000000016_CAM1_COLOR_OK.jpg,1.62,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080148_0000000017_CAM1_COLOR_OK.jpg,1.41,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080152_0000000018_CAM1_COLOR_OK.jpg,1.28,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080155_0000000019_CAM1_COLOR_OK.jpg,2.24,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080200_0000000020_CAM1_COLOR_OK.jpg,3.3,move
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080202_0000000021_CAM1_COLOR_OK.jpg,1.24,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080204_0000000022_CAM1_COLOR_OK.jpg,1.07,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080206_0000000023_CAM1_COLOR_OK.jpg,2.18,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080208_0000000024_CAM1_COLOR_OK.jpg,0.65,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080210_0000000025_CAM1_COLOR_OK.jpg,1.45,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080212_0000000026_CAM1_COLOR_OK.jpg,1.61,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080214_0000000027_CAM1_COLOR_OK.jpg,1.13,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080216_0000000028_CAM1_COLOR_OK.jpg,2.18,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080219_0000000029_CAM1_COLOR_OK.jpg,1.62,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080221_0000000030_CAM1_COLOR_OK.jpg,1.18,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080225_0000000031_CAM1_COLOR_OK.jpg,2.1,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080227_0000000032_CAM1_COLOR_OK.jpg,1.79,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080229_0000000033_CAM1_COLOR_OK.jpg,1.22,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080231_0000000034_CAM1_COLOR_OK.jpg,1.4,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080233_0000000035_CAM1_COLOR_OK.jpg,1.34,unmove
/mnt/c/Users/sakakih/Desktop/Download/220621/color_ok/220614_080235_0000000036_CAM1_COLOR_OK.jpg,4.38,move
